Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
dJ1167H4.1,11/20/15,C20orf108,FAM210B|DKFZP434A1114,C20orf108|FAM210B|DKFZP434A1114
DKFZP434A1114,11/20/15,C20orf108,FAM210B|dJ1167H4.1,C20orf108|FAM210B|dJ1167H4.1
C20orf109~,,,,
TP53INP2,6/20/04,C20orf110,FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH|DOR,C20orf110|FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH|DOR
FLJ21759,6/20/04,C20orf110,TP53INP2|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH|DOR,C20orf110|TP53INP2|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH|DOR
FLJ23500,6/20/04,C20orf110,TP53INP2|FLJ21759|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH|DOR,C20orf110|TP53INP2|FLJ21759|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH|DOR
DKFZp434B2411,6/20/04,C20orf110,TP53INP2|FLJ21759|FLJ23500|DKFZp434O0827|dJ1181N3.1|PINH|DOR,C20orf110|TP53INP2|FLJ21759|FLJ23500|DKFZp434O0827|dJ1181N3.1|PINH|DOR
DKFZp434O0827,6/20/04,C20orf110,TP53INP2|FLJ21759|FLJ23500|DKFZp434B2411|dJ1181N3.1|PINH|DOR,C20orf110|TP53INP2|FLJ21759|FLJ23500|DKFZp434B2411|dJ1181N3.1|PINH|DOR
dJ1181N3.1,6/20/04,C20orf110,TP53INP2|FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|PINH|DOR,C20orf110|TP53INP2|FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|PINH|DOR
PINH,6/20/04,C20orf110,TP53INP2|FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|DOR,C20orf110|TP53INP2|FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|DOR
DOR,6/20/04,C20orf110,TP53INP2|FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH,C20orf110|TP53INP2|FLJ21759|FLJ23500|DKFZp434B2411|DKFZp434O0827|dJ1181N3.1|PINH
OSER1,4/20/16,C20orf111,dJ1183I21.1|HSPC207|Perit1|Osr1,C20orf111|dJ1183I21.1|HSPC207|Perit1|Osr1
dJ1183I21.1,4/20/16,C20orf111,OSER1|HSPC207|Perit1|Osr1,C20orf111|OSER1|HSPC207|Perit1|Osr1
HSPC207,4/20/16,C20orf111,OSER1|dJ1183I21.1|Perit1|Osr1,C20orf111|OSER1|dJ1183I21.1|Perit1|Osr1
Perit1,4/20/16,C20orf111,OSER1|dJ1183I21.1|HSPC207|Osr1,C20orf111|OSER1|dJ1183I21.1|HSPC207|Osr1
Osr1,4/20/16,C20orf111,OSER1|dJ1183I21.1|HSPC207|Perit1,C20orf111|OSER1|dJ1183I21.1|HSPC207|Perit1
NOL4L,6/20/16,C20orf113|C20orf112,dJ1184F4.2|DKFZP566G1424|dJ1184F4.4,C20orf113|C20orf112|dJ1184F4.2|DKFZP566G1424|dJ1184F4.4
dJ1184F4.2,6/20/16,C20orf113|C20orf112,NOL4L|DKFZP566G1424|dJ1184F4.4,C20orf113|C20orf112|NOL4L|DKFZP566G1424|dJ1184F4.4
DKFZP566G1424,6/20/16,C20orf113|C20orf112,NOL4L|dJ1184F4.2|dJ1184F4.4,C20orf113|C20orf112|NOL4L|dJ1184F4.2|dJ1184F4.4
dJ1184F4.4,6/20/16,C20orf113|C20orf112,NOL4L|dJ1184F4.2|DKFZP566G1424,C20orf113|C20orf112|NOL4L|dJ1184F4.2|DKFZP566G1424
C20orf113~,,,,
BPIFB1,12/20/15,C20orf114,dJ1187J4.1|MGC14597|bA49G10.6|LPLUNC1|VEMSGP,C20orf114|dJ1187J4.1|MGC14597|bA49G10.6|LPLUNC1|VEMSGP
dJ1187J4.1,12/20/15,C20orf114,BPIFB1|MGC14597|bA49G10.6|LPLUNC1|VEMSGP,C20orf114|BPIFB1|MGC14597|bA49G10.6|LPLUNC1|VEMSGP
MGC14597,12/20/15,C20orf114,BPIFB1|dJ1187J4.1|bA49G10.6|LPLUNC1|VEMSGP,C20orf114|BPIFB1|dJ1187J4.1|bA49G10.6|LPLUNC1|VEMSGP
bA49G10.6,12/20/15,C20orf114,BPIFB1|dJ1187J4.1|MGC14597|LPLUNC1|VEMSGP,C20orf114|BPIFB1|dJ1187J4.1|MGC14597|LPLUNC1|VEMSGP
LPLUNC1,12/20/15,C20orf114,BPIFB1|dJ1187J4.1|MGC14597|bA49G10.6|VEMSGP,C20orf114|BPIFB1|dJ1187J4.1|MGC14597|bA49G10.6|VEMSGP
VEMSGP,12/20/15,C20orf114,BPIFB1|dJ1187J4.1|MGC14597|bA49G10.6|LPLUNC1,C20orf114|BPIFB1|dJ1187J4.1|MGC14597|bA49G10.6|LPLUNC1
BPIFB9P,12/20/15,C20orf115,dJ1187J4.2,C20orf115|dJ1187J4.2
dJ1187J4.2,12/20/15,C20orf115,BPIFB9P,C20orf115|BPIFB9P
ACKR4,7/20/13,CCRL1,CCR11|CCBP2|VSHK1|CCX-CKR|PPR1,CCRL1|CCR11|CCBP2|VSHK1|CCX-CKR|PPR1
CCR11,7/20/13,CCRL1,ACKR4|CCBP2|VSHK1|CCX-CKR|PPR1,CCRL1|ACKR4|CCBP2|VSHK1|CCX-CKR|PPR1
CCBP2,7/20/13,CCRL1,ACKR4|CCR11|VSHK1|CCX-CKR|PPR1,CCRL1|ACKR4|CCR11|VSHK1|CCX-CKR|PPR1
VSHK1,7/20/13,CCRL1,ACKR4|CCR11|CCBP2|CCX-CKR|PPR1,CCRL1|ACKR4|CCR11|CCBP2|CCX-CKR|PPR1
CCX-CKR,7/20/13,CCRL1,ACKR4|CCR11|CCBP2|VSHK1|PPR1,CCRL1|ACKR4|CCR11|CCBP2|VSHK1|PPR1
PPR1,7/20/13,CCRL1,ACKR4|CCR11|CCBP2|VSHK1|CCX-CKR,CCRL1|ACKR4|CCR11|CCBP2|VSHK1|CCX-CKR
DDRGK1,10/20/08,C20orf116,dJ1187M17.3|UFBP1,C20orf116|dJ1187M17.3|UFBP1
dJ1187M17.3,10/20/08,C20orf116,DDRGK1|UFBP1,C20orf116|DDRGK1|UFBP1
UFBP1,10/20/08,C20orf116,DDRGK1|dJ1187M17.3,C20orf116|DDRGK1|dJ1187M17.3
SOGA1,2/20/12,C20orf117|KIAA0889,dJ132F21.1|FLJ44670|SOGA,C20orf117|KIAA0889|dJ132F21.1|FLJ44670|SOGA
dJ132F21.1,2/20/12,C20orf117|KIAA0889,SOGA1|FLJ44670|SOGA,C20orf117|KIAA0889|SOGA1|FLJ44670|SOGA
FLJ44670,2/20/12,C20orf117|KIAA0889,SOGA1|dJ132F21.1|SOGA,C20orf117|KIAA0889|SOGA1|dJ132F21.1|SOGA
SOGA,2/20/12,C20orf117|KIAA0889,SOGA1|dJ132F21.1|FLJ44670,C20orf117|KIAA0889|SOGA1|dJ132F21.1|FLJ44670
TLDC2,3/20/13,C20orf118,dJ132F21.2,C20orf118|dJ132F21.2
dJ132F21.2,3/20/13,C20orf118,TLDC2,C20orf118|TLDC2
FAM83C-AS1,8/20/12,C20orf120|NCRNA00154,dJ614O4.3,C20orf120|NCRNA00154|dJ614O4.3
dJ614O4.3,8/20/12,C20orf120|NCRNA00154,FAM83C-AS1,C20orf120|NCRNA00154|FAM83C-AS1
TTPAL,5/20/16,C20orf121,dJ179M20.3,C20orf121|dJ179M20.3
dJ179M20.3,5/20/16,C20orf121,TTPAL,C20orf121|TTPAL
WFDC12,2/20/03,C20orf122,dJ211D12.4|WAP2,C20orf122|dJ211D12.4|WAP2
dJ211D12.4,2/20/03,C20orf122,WFDC12|WAP2,C20orf122|WFDC12|WAP2
WAP2,2/20/03,C20orf122,WFDC12|dJ211D12.4,C20orf122|WFDC12|dJ211D12.4
OCSTAMP,3/20/12,C20orf123,dJ257E24.3,C20orf123|dJ257E24.3
dJ257E24.3,3/20/12,C20orf123,OCSTAMP,C20orf123|OCSTAMP
C20orf124~,,,,
TTLL9,11/20/15,C20orf125,dJ310O13.1,C20orf125|dJ310O13.1
dJ310O13.1,11/20/15,C20orf125,TTLL9,C20orf125|TTLL9
PDRG1,11/20/15,C20orf126,dJ310O13.3,C20orf126|dJ310O13.3
dJ310O13.3,11/20/15,C20orf126,PDRG1,C20orf126|PDRG1
CCRL2,3/20/16,,HCR|CRAM-B|CKRX|CRAM-A|ACKR5,HCR|CRAM-B|CKRX|CRAM-A|ACKR5
HCR,3/20/16,,CCRL2|CRAM-B|CKRX|CRAM-A|ACKR5,CCRL2|CRAM-B|CKRX|CRAM-A|ACKR5
CRAM-B,3/20/16,,CCRL2|HCR|CKRX|CRAM-A|ACKR5,CCRL2|HCR|CKRX|CRAM-A|ACKR5
CKRX,3/20/16,,CCRL2|HCR|CRAM-B|CRAM-A|ACKR5,CCRL2|HCR|CRAM-B|CRAM-A|ACKR5
CRAM-A,3/20/16,,CCRL2|HCR|CRAM-B|CKRX|ACKR5,CCRL2|HCR|CRAM-B|CKRX|ACKR5
ACKR5,3/20/16,,CCRL2|HCR|CRAM-B|CKRX|CRAM-A,CCRL2|HCR|CRAM-B|CKRX|CRAM-A
MT1P3,3/20/07,C20orf127|MTL4,dJ614O4.6,C20orf127|MTL4|dJ614O4.6
dJ614O4.6,3/20/07,C20orf127|MTL4,MT1P3,C20orf127|MTL4|MT1P3
FAM83C,11/20/15,C20orf128,dJ614O4.7,C20orf128|dJ614O4.7
dJ614O4.7,11/20/15,C20orf128,FAM83C,C20orf128|FAM83C
FAM83D,11/20/15,C20orf129,dJ616B8.3|CHICA,C20orf129|dJ616B8.3|CHICA
dJ616B8.3,11/20/15,C20orf129,FAM83D|CHICA,C20orf129|FAM83D|CHICA
CHICA,11/20/15,C20orf129,FAM83D|dJ616B8.3,C20orf129|FAM83D|dJ616B8.3
EMILIN3,3/20/04,C20orf130|EMILIN5,dJ620E11.4,C20orf130|EMILIN5|dJ620E11.4
dJ620E11.4,3/20/04,C20orf130|EMILIN5,EMILIN3,C20orf130|EMILIN5|EMILIN3
C20orf131~,,,,
MROH8,1/20/16,C20orf131|C20orf132,dJ621N11.4|dJ621N11.3,C20orf131|C20orf132|dJ621N11.4|dJ621N11.3
dJ621N11.4,1/20/16,C20orf131|C20orf132,MROH8|dJ621N11.3,C20orf131|C20orf132|MROH8|dJ621N11.3
dJ621N11.3,1/20/16,C20orf131|C20orf132,MROH8|dJ621N11.4,C20orf131|C20orf132|MROH8|dJ621N11.4
MACROD2,7/20/07,C20orf133,dJ631M13.5,C20orf133|dJ631M13.5
dJ631M13.5,7/20/07,C20orf133,MACROD2,C20orf133|MACROD2
ACTL10,11/20/15,C20orf134,,C20orf134
ABHD16B,12/20/10,C20orf135,dJ591C20.1,C20orf135|dJ591C20.1
dJ591C20.1,12/20/10,C20orf135,ABHD16B,C20orf135|ABHD16B
SAMD10,7/20/04,C20orf136,,C20orf136
CCS,,,,
SPINT4,10/20/05,C20orf137,dJ601O1.1,C20orf137|dJ601O1.1
dJ601O1.1,10/20/05,C20orf137,SPINT4,C20orf137|SPINT4
WFDC13,2/20/03,C20orf138,dJ601O1.3|WAP13,C20orf138|dJ601O1.3|WAP13
dJ601O1.3,2/20/03,C20orf138,WFDC13|WAP13,C20orf138|WFDC13|WAP13
WAP13,2/20/03,C20orf138,WFDC13|dJ601O1.3,C20orf138|WFDC13|dJ601O1.3
SRXN1,6/20/10,C20orf139,Npn3|SRX1|YKL086W|dJ850E9.2,C20orf139|Npn3|SRX1|YKL086W|dJ850E9.2
Npn3,6/20/10,C20orf139,SRXN1|SRX1|YKL086W|dJ850E9.2,C20orf139|SRXN1|SRX1|YKL086W|dJ850E9.2
SRX1,6/20/10,C20orf139,SRXN1|Npn3|YKL086W|dJ850E9.2,C20orf139|SRXN1|Npn3|YKL086W|dJ850E9.2
YKL086W,6/20/10,C20orf139,SRXN1|Npn3|SRX1|dJ850E9.2,C20orf139|SRXN1|Npn3|SRX1|dJ850E9.2
dJ850E9.2,6/20/10,C20orf139,SRXN1|Npn3|SRX1|YKL086W,C20orf139|SRXN1|Npn3|SRX1|YKL086W
TBC1D20,11/20/15,C20orf140,dJ852M4.2,C20orf140|dJ852M4.2
dJ852M4.2,11/20/15,C20orf140,TBC1D20,C20orf140|TBC1D20
C20orf141,,,dJ860F19.4,dJ860F19.4
dJ860F19.4,,,C20orf141,C20orf141
FITM2,3/20/16,C20orf142,dJ881L22.2|FIT2,C20orf142|dJ881L22.2|FIT2
dJ881L22.2,3/20/16,C20orf142,FITM2|FIT2,C20orf142|FITM2|FIT2
FIT2,3/20/16,C20orf142,FITM2|dJ881L22.2,C20orf142|FITM2|dJ881L22.2
DPH3P1,6/20/13,C20orf143|ZCSL1|DPH3B,dJ885L7.5,C20orf143|ZCSL1|DPH3B|dJ885L7.5
dJ885L7.5,6/20/13,C20orf143|ZCSL1|DPH3B,DPH3P1,C20orf143|ZCSL1|DPH3B|DPH3P1
C20orf144,,,dJ63M2.6|bclt,dJ63M2.6|bclt
dJ63M2.6,,,C20orf144|bclt,C20orf144|bclt
bclt,,,C20orf144|dJ63M2.6,C20orf144|dJ63M2.6
C20orf145~,,,,
WFDC10A,2/20/03,C20orf146,dJ688G8.3|WAP10,C20orf146|dJ688G8.3|WAP10
dJ688G8.3,2/20/03,C20orf146,WFDC10A|WAP10,C20orf146|WFDC10A|WAP10
WAP10,2/20/03,C20orf146,WFDC10A|dJ688G8.3,C20orf146|WFDC10A|dJ688G8.3
CCT,,,,
NANP,1/20/06,C20orf147|HDHD4,dJ694B14.3|MGC26833,C20orf147|HDHD4|dJ694B14.3|MGC26833
dJ694B14.3,1/20/06,C20orf147|HDHD4,NANP|MGC26833,C20orf147|HDHD4|NANP|MGC26833
MGC26833,1/20/06,C20orf147|HDHD4,NANP|dJ694B14.3,C20orf147|HDHD4|NANP|dJ694B14.3
C20orf148~,,,,
PPDPF,7/20/13,C20orf149,dJ697K14.9|exdpf,C20orf149|dJ697K14.9|exdpf
dJ697K14.9,7/20/13,C20orf149,PPDPF|exdpf,C20orf149|PPDPF|exdpf
exdpf,7/20/13,C20orf149,PPDPF|dJ697K14.9,C20orf149|PPDPF|dJ697K14.9
CABLES2,1/20/04,C20orf150,dJ908M14.2|ik3-2,C20orf150|dJ908M14.2|ik3-2
dJ908M14.2,1/20/04,C20orf150,CABLES2|ik3-2,C20orf150|CABLES2|ik3-2
ik3-2,1/20/04,C20orf150,CABLES2|dJ908M14.2,C20orf150|CABLES2|dJ908M14.2
RBBP8NL,10/20/12,C20orf151,dJ908M14.3,C20orf151|dJ908M14.3
dJ908M14.3,10/20/12,C20orf151,RBBP8NL,C20orf151|RBBP8NL
CNBD2,11/20/12,C20orf152|CNMPD1,dJ954P9.1,C20orf152|CNMPD1|dJ954P9.1
dJ954P9.1,11/20/12,C20orf152|CNMPD1,CNBD2,C20orf152|CNMPD1|CNBD2
C20orf153~,,,,
MCM8,8/20/15,C20orf154,MGC4816|MGC12866|MGC119522|MGC119523|dJ967N21.5|REC,C20orf154|MGC4816|MGC12866|MGC119522|MGC119523|dJ967N21.5|REC
MGC4816,8/20/15,C20orf154,MCM8|MGC12866|MGC119522|MGC119523|dJ967N21.5|REC,C20orf154|MCM8|MGC12866|MGC119522|MGC119523|dJ967N21.5|REC
MGC12866,8/20/15,C20orf154,MCM8|MGC4816|MGC119522|MGC119523|dJ967N21.5|REC,C20orf154|MCM8|MGC4816|MGC119522|MGC119523|dJ967N21.5|REC
MGC119522,8/20/15,C20orf154,MCM8|MGC4816|MGC12866|MGC119523|dJ967N21.5|REC,C20orf154|MCM8|MGC4816|MGC12866|MGC119523|dJ967N21.5|REC
MGC119523,8/20/15,C20orf154,MCM8|MGC4816|MGC12866|MGC119522|dJ967N21.5|REC,C20orf154|MCM8|MGC4816|MGC12866|MGC119522|dJ967N21.5|REC
dJ967N21.5,8/20/15,C20orf154,MCM8|MGC4816|MGC12866|MGC119522|MGC119523|REC,C20orf154|MCM8|MGC4816|MGC12866|MGC119522|MGC119523|REC
REC,8/20/15,C20orf154,MCM8|MGC4816|MGC12866|MGC119522|MGC119523|dJ967N21.5,C20orf154|MCM8|MGC4816|MGC12866|MGC119522|MGC119523|dJ967N21.5
CRLS1,4/20/06,C20orf155,dJ967N21.6|CLS1|GCD10,C20orf155|dJ967N21.6|CLS1|GCD10
dJ967N21.6,4/20/06,C20orf155,CRLS1|CLS1|GCD10,C20orf155|CRLS1|CLS1|GCD10
CLS1,4/20/06,C20orf155,CRLS1|dJ967N21.6|GCD10,C20orf155|CRLS1|dJ967N21.6|GCD10
GCD10,4/20/06,C20orf155,CRLS1|dJ967N21.6|CLS1,C20orf155|CRLS1|dJ967N21.6|CLS1
C20orf156~,,,,
CCT2,1/20/16,,Cctb,Cctb
Cctb,1/20/16,,CCT2,CCT2
C20orf157~,,,,
C20orf158~,,,,
C20orf159~,,,,
CCM2L,2/20/16,C20orf160,dJ310O13.5,C20orf160|dJ310O13.5
dJ310O13.5,2/20/16,C20orf160,CCM2L,C20orf160|CCM2L
SNX21,7/20/06,C20orf161,dJ337O18.4|SNX-L,C20orf161|dJ337O18.4|SNX-L
dJ337O18.4,7/20/06,C20orf161,SNX21|SNX-L,C20orf161|SNX21|SNX-L
SNX-L,7/20/06,C20orf161,SNX21|dJ337O18.4,C20orf161|SNX21|dJ337O18.4
ZSWIM1,2/20/16,C20orf162,dJ337O18.5,C20orf162|dJ337O18.5
dJ337O18.5,2/20/16,C20orf162,ZSWIM1,C20orf162|ZSWIM1
NEURL2,10/20/13,C20orf163,dJ337O18.6|FLJ30259|Ozz|Ozz-E3,C20orf163|dJ337O18.6|FLJ30259|Ozz|Ozz-E3
dJ337O18.6,10/20/13,C20orf163,NEURL2|FLJ30259|Ozz|Ozz-E3,C20orf163|NEURL2|FLJ30259|Ozz|Ozz-E3
FLJ30259,10/20/13,C20orf163,NEURL2|dJ337O18.6|Ozz|Ozz-E3,C20orf163|NEURL2|dJ337O18.6|Ozz|Ozz-E3
Ozz,10/20/13,C20orf163,NEURL2|dJ337O18.6|FLJ30259|Ozz-E3,C20orf163|NEURL2|dJ337O18.6|FLJ30259|Ozz-E3
Ozz-E3,10/20/13,C20orf163,NEURL2|dJ337O18.6|FLJ30259|Ozz,C20orf163|NEURL2|dJ337O18.6|FLJ30259|Ozz
ZSWIM3,2/20/16,C20orf164,dJ337O18.7|PPP1R174,C20orf164|dJ337O18.7|PPP1R174
dJ337O18.7,2/20/16,C20orf164,ZSWIM3|PPP1R174,C20orf164|ZSWIM3|PPP1R174
PPP1R174,2/20/16,C20orf164,ZSWIM3|dJ337O18.7,C20orf164|ZSWIM3|dJ337O18.7
SPATA25,11/20/11,C20orf165,dJ337O18.8|TSG23,C20orf165|dJ337O18.8|TSG23
dJ337O18.8,11/20/11,C20orf165,SPATA25|TSG23,C20orf165|SPATA25|TSG23
TSG23,11/20/11,C20orf165,SPATA25|dJ337O18.8,C20orf165|SPATA25|dJ337O18.8
MIR1-1HG,10/20/14,C20orf166,dJ353C17.1|MIR133A2HG,C20orf166|dJ353C17.1|MIR133A2HG
dJ353C17.1,10/20/14,C20orf166,MIR1-1HG|MIR133A2HG,C20orf166|MIR1-1HG|MIR133A2HG
MIR133A2HG,10/20/14,C20orf166,MIR1-1HG|dJ353C17.1,C20orf166|MIR1-1HG|dJ353C17.1
CCT3,1/20/16,TRIC5,Cctg,TRIC5|Cctg
Cctg,1/20/16,TRIC5,CCT3,TRIC5|CCT3
DNTTIP1,7/20/16,C20orf167,dJ447F3.4|Tdif1,C20orf167|dJ447F3.4|Tdif1
dJ447F3.4,7/20/16,C20orf167,DNTTIP1|Tdif1,C20orf167|DNTTIP1|Tdif1
Tdif1,7/20/16,C20orf167,DNTTIP1|dJ447F3.4,C20orf167|DNTTIP1|dJ447F3.4
SPINT5P,8/20/12,C20orf168,dJ447F3.6,C20orf168|dJ447F3.6
dJ447F3.6,8/20/12,C20orf168,SPINT5P,C20orf168|SPINT5P
SYS1,8/20/16,C20orf169,dJ453C12.4,C20orf169|dJ453C12.4
dJ453C12.4,8/20/16,C20orf169,SYS1,C20orf169|SYS1
WFDC8,2/20/03,C20orf170,dJ461P17.1|WAP8,C20orf170|dJ461P17.1|WAP8
dJ461P17.1,2/20/03,C20orf170,WFDC8|WAP8,C20orf170|WFDC8|WAP8
WAP8,2/20/03,C20orf170,WFDC8|dJ461P17.1,C20orf170|WFDC8|dJ461P17.1
WFDC6,2/20/03,C20orf171,dJ461P17.11|WAP6,C20orf171|dJ461P17.11|WAP6
dJ461P17.11,2/20/03,C20orf171,WFDC6|WAP6,C20orf171|WFDC6|WAP6
WAP6,2/20/03,C20orf171,WFDC6|dJ461P17.11,C20orf171|WFDC6|dJ461P17.11
DSN1,7/20/15,C20orf172,dJ469A13.2|MIS13|KNL3|hKNL-3,C20orf172|dJ469A13.2|MIS13|KNL3|hKNL-3
dJ469A13.2,7/20/15,C20orf172,DSN1|MIS13|KNL3|hKNL-3,C20orf172|DSN1|MIS13|KNL3|hKNL-3
MIS13,7/20/15,C20orf172,DSN1|dJ469A13.2|KNL3|hKNL-3,C20orf172|DSN1|dJ469A13.2|KNL3|hKNL-3
KNL3,7/20/15,C20orf172,DSN1|dJ469A13.2|MIS13|hKNL-3,C20orf172|DSN1|dJ469A13.2|MIS13|hKNL-3
hKNL-3,7/20/15,C20orf172,DSN1|dJ469A13.2|MIS13|KNL3,C20orf172|DSN1|dJ469A13.2|MIS13|KNL3
C20orf173,,,dJ477O4.4,dJ477O4.4
dJ477O4.4,,,C20orf173,C20orf173
ZNF831,3/20/08,C20orf174,dJ492J12.1,C20orf174|dJ492J12.1
dJ492J12.1,3/20/08,C20orf174,ZNF831,C20orf174|ZNF831
RIPOR3,2/20/17,C20orf175|C20orf176|FAM65C,dJ530I15.2|dJ530I15.3,C20orf175|C20orf176|FAM65C|dJ530I15.2|dJ530I15.3
dJ530I15.2,2/20/17,C20orf175|C20orf176|FAM65C,RIPOR3|dJ530I15.3,C20orf175|C20orf176|FAM65C|RIPOR3|dJ530I15.3
dJ530I15.3,2/20/17,C20orf175|C20orf176|FAM65C,RIPOR3|dJ530I15.2,C20orf175|C20orf176|FAM65C|RIPOR3|dJ530I15.2
C20orf176~,,,,
CCT4,1/20/16,,Cctd,Cctd
Cctd,1/20/16,,CCT4,CCT4
FAM217B,11/20/15,C20orf177,dJ551D2.5,C20orf177|dJ551D2.5
dJ551D2.5,11/20/15,C20orf177,FAM217B,C20orf177|FAM217B
CHMP4B,9/20/11,C20orf178,dJ553F4.4|Shax1|SNF7-2|VPS32B,C20orf178|dJ553F4.4|Shax1|SNF7-2|VPS32B
dJ553F4.4,9/20/11,C20orf178,CHMP4B|Shax1|SNF7-2|VPS32B,C20orf178|CHMP4B|Shax1|SNF7-2|VPS32B
Shax1,9/20/11,C20orf178,CHMP4B|dJ553F4.4|SNF7-2|VPS32B,C20orf178|CHMP4B|dJ553F4.4|SNF7-2|VPS32B
SNF7-2,9/20/11,C20orf178,CHMP4B|dJ553F4.4|Shax1|VPS32B,C20orf178|CHMP4B|dJ553F4.4|Shax1|VPS32B
VPS32B,9/20/11,C20orf178,CHMP4B|dJ553F4.4|Shax1|SNF7-2,C20orf178|CHMP4B|dJ553F4.4|Shax1|SNF7-2
BANF2,12/20/07,C20orf179,dJ803K15.1|BAF-L|BAFL|BAF2,C20orf179|dJ803K15.1|BAF-L|BAFL|BAF2
dJ803K15.1,12/20/07,C20orf179,BANF2|BAF-L|BAFL|BAF2,C20orf179|BANF2|BAF-L|BAFL|BAF2
BAF-L,12/20/07,C20orf179,BANF2|dJ803K15.1|BAFL|BAF2,C20orf179|BANF2|dJ803K15.1|BAFL|BAF2
BAFL,12/20/07,C20orf179,BANF2|dJ803K15.1|BAF-L|BAF2,C20orf179|BANF2|dJ803K15.1|BAF-L|BAF2
BAF2,12/20/07,C20orf179,BANF2|dJ803K15.1|BAF-L|BAFL,C20orf179|BANF2|dJ803K15.1|BAF-L|BAFL
DOK5,11/20/02,C20orf180,dJ805C22.1,C20orf180|dJ805C22.1
dJ805C22.1,11/20/02,C20orf180,DOK5,C20orf180|DOK5
C20orf181,,,dJ824A14.1,dJ824A14.1
dJ824A14.1,,,C20orf181,C20orf181
RSPO4,6/20/11,C20orf182,dJ824F16.3,C20orf182|dJ824F16.3
dJ824F16.3,6/20/11,C20orf182,RSPO4,C20orf182|RSPO4
ZBP1,7/20/02,C20orf183,dJ718J7.3|DLM1|DLM-1|DAI,C20orf183|dJ718J7.3|DLM1|DLM-1|DAI
dJ718J7.3,7/20/02,C20orf183,ZBP1|DLM1|DLM-1|DAI,C20orf183|ZBP1|DLM1|DLM-1|DAI
DLM1,7/20/02,C20orf183,ZBP1|dJ718J7.3|DLM-1|DAI,C20orf183|ZBP1|dJ718J7.3|DLM-1|DAI
DLM-1,7/20/02,C20orf183,ZBP1|dJ718J7.3|DLM1|DAI,C20orf183|ZBP1|dJ718J7.3|DLM1|DAI
DAI,7/20/02,C20orf183,ZBP1|dJ718J7.3|DLM1|DLM-1,C20orf183|ZBP1|dJ718J7.3|DLM1|DLM-1
BPIFB2,12/20/15,C20orf184|BPIL1,dJ726C3.2|LPLUNC2,C20orf184|BPIL1|dJ726C3.2|LPLUNC2
dJ726C3.2,12/20/15,C20orf184|BPIL1,BPIFB2|LPLUNC2,C20orf184|BPIL1|BPIFB2|LPLUNC2
LPLUNC2,12/20/15,C20orf184|BPIL1,BPIFB2|dJ726C3.2,C20orf184|BPIL1|BPIFB2|dJ726C3.2
BPIFB3,12/20/15,C20orf185,dJ726C3.4|LPLUNC3|RYA3,C20orf185|dJ726C3.4|LPLUNC3|RYA3
dJ726C3.4,12/20/15,C20orf185,BPIFB3|LPLUNC3|RYA3,C20orf185|BPIFB3|LPLUNC3|RYA3
LPLUNC3,12/20/15,C20orf185,BPIFB3|dJ726C3.4|RYA3,C20orf185|BPIFB3|dJ726C3.4|RYA3
RYA3,12/20/15,C20orf185,BPIFB3|dJ726C3.4|LPLUNC3,C20orf185|BPIFB3|dJ726C3.4|LPLUNC3
BPIFB4,12/20/15,C20orf186,dJ726C3.5|LPLUNC4,C20orf186|dJ726C3.5|LPLUNC4
dJ726C3.5,12/20/15,C20orf186,BPIFB4|LPLUNC4,C20orf186|BPIFB4|LPLUNC4
LPLUNC4,12/20/15,C20orf186,BPIFB4|dJ726C3.5,C20orf186|BPIFB4|dJ726C3.5
CCT5,1/20/16,,KIAA0098,KIAA0098
KIAA0098,1/20/16,,CCT5,CCT5
C20orf187,,,dJ727I10.1,dJ727I10.1
dJ727I10.1,,,C20orf187,C20orf187
TRPC4AP,1/20/16,C20orf188,DKFZP727M231|DKFZp586C1223|dJ756N5.2|TRRP4AP|PPP1R158,C20orf188|DKFZP727M231|DKFZp586C1223|dJ756N5.2|TRRP4AP|PPP1R158
DKFZP727M231,1/20/16,C20orf188,TRPC4AP|DKFZp586C1223|dJ756N5.2|TRRP4AP|PPP1R158,C20orf188|TRPC4AP|DKFZp586C1223|dJ756N5.2|TRRP4AP|PPP1R158
DKFZp586C1223,1/20/16,C20orf188,TRPC4AP|DKFZP727M231|dJ756N5.2|TRRP4AP|PPP1R158,C20orf188|TRPC4AP|DKFZP727M231|dJ756N5.2|TRRP4AP|PPP1R158
